Original Filename,New SEO Filename,Target City (Filename Only),Activity Location (Facts),City Used in Text?,Total Score,Emotional (25%),Technical (20%),Brand (20%),Marketing (20%),SEO (15%),Focal X (%),Focal Y (%),Category,Alt Text,Caption,Placement Tags,Reasoning
539031724_1366649632130512_8617142898666740673_n.jpg,content-golden-retriever-wilderness-hiking-sun-prairie-wi-river-paws.jpg,Sun Prairie,"River Paws Private Dog Park - Waunakee, WI",Sun Prairie,9,8.8,8.5,9.5,9.2,9,45,40,Adventure / Hiking,Golden Retriever building confidence serving Sun Prairie families at professionally supervised wilderness trails,Boundless energy meets expert guidance,Homepage Hero; Services – Adventure Out; Gallery,"The image perfectly captures the 'private wilderness' competitive advantage, showing terrain that clearly isn't a standard public park. The tall grass and golden lighting evoke a sense of freedom and natural enrichment that appeals directly to owners of high-energy breeds. The alt text targets the Sun Prairie market using Pattern 4 (Service Keyword) while emphasizing the specific 'prairie' terrain differentiator."
540412589_1372002768261865_6156164758662863711_n.jpg,energetic-pointer-dog-hiking-middleton-wi-river-paws.jpg,Middleton,"River Paws Private Dog Park - Waunakee, WI",Middleton,9.1,9.2,8.5,9.5,9,9.5,58,40,Adventure / Hiking,Energetic pointer discovering mastering off-leash skills at exclusive gated wilderness grounds for Middleton area families at River Paws,Expert supervision meets wilderness adventure,Services – Adventure Out; Gallery; Social; Homepage Hero,"The image perfectly captures the 'fitness-level exercise' value proposition for high-energy breeds. The vast, grassy terrain visually proves the 'acres of private land' claim, distinguishing River Paws from cramped public parks. The German Shorthaired Pointer is an ideal mascot for the 'properly challenged athletes' transformation."
539647849_1366649792130496_5596781929514296017_n.jpg,joyful-bernedoodle-dog-hiking-waunakee-wi-river-paws.jpg,Waunakee,"River Paws Private Dog Park - Waunakee, WI",Waunakee,8.6,8.5,8,9,8.5,9,38,30,Adventure / Hiking,"Doodle thriving on purpose-built wilderness trails at River Paws' exclusive facility in Waunakee, Wisconsin",Door-to-door to wilderness and back,Services – Adventure Out; Gallery; Social,"The image perfectly illustrates the 'prairie' aspect of the private facility, distinguishing it from manicured public parks. The dog's expression conveys the 'natural enrichment' transformation effectively. The alt text leverages the 'Waunakee's only' differentiator to boost local exclusivity while targeting the primary keyword set."
539317915_1366649885463820_2390991168028086200_n.jpg,joyful-pointer-labrador-off-leash-hiking-sun-prairie-wi-river-paws.jpg,Sun Prairie,"River Paws Private Dog Park - Waunakee, WI",Sun Prairie,9.3,9.2,8.8,9.5,9.4,9.5,48,20,Adventure / Hiking,Energetic GSP becoming building pack confidence through acres of purpose-built adventure trails for Sun Prairie area families at River Paws,Social skills through supervised adventure,Homepage Hero; Services – Adventure Out; Gallery; Social,"The image perfectly captures the 'working breed' transformation—high-energy dogs (GSP and Lab) running full tilt in a safe, fenced environment. The visible fence line reinforces the 'private facility' differentiator vs. public parks. The lighting is bright and emphasizes the joy of off-leash freedom. The alt text targets Sun Prairie using Pattern 2 ('For [City] Area') to vary from previous 'hiking' specific tags, focusing on the athletic transformation."
540391686_1366649948797147_4216200916228666254_n.jpg,joyful-terrier-mix-wilderness-hiking-sun-prairie-wi-river-paws.jpg,Sun Prairie,"River Paws Private Dog Park - Waunakee, WI",Sun Prairie,9.1,9.2,8.8,9.5,9,9.2,48,42,Adventure / Hiking,Happy terrier building confidence serving Sun Prairie families at professionally supervised wilderness trails,Where pack dynamics thrive safely,Homepage Hero; Services – Adventure Out; Gallery,The image perfectly captures the 'wild' aspect of the River Paws brand promise. The tall grass emphasizes the private nature of the facility (unlike manicured public parks). The dog's happy expression sells the emotional benefit of enrichment. The alt text targets Sun Prairie using a geographic proximity pattern while highlighting the specific terrain type visible.
541531217_1374811421314333_507621615270438173_n.jpg,happy-golden-retriever-pack-hiking-middleton-wi-river-paws.jpg,Middleton,"River Paws Private Dog Park - Waunakee, WI",Middleton,9.1,9.2,8.5,9.5,9,9.5,38,28,Adventure / Hiking,Golden Retriever pack achieving peaceful exhaustion for Middleton area pets at private trail systems with River Paws,"Where public parks end, River Paws begins",Homepage Hero; Services – Adventure Out; Gallery; Social,The image perfectly illustrates the 'private wilderness' value proposition with tall grass and happy dogs. The Golden Retriever provides a strong emotional anchor. I selected DeForest Pattern 3 ('Serving') to emphasize active service coverage for that market. The caption reinforces the 'freedom' aspect of the private terrain.
538293115_1368340415294767_5606664633230959323_n.jpg,relaxed-terrier-mix-outdoor-enrichment-waunakee-wi-river-paws.jpg,Waunakee,"River Paws Private Dog Park - Waunakee, WI",Waunakee,9.1,9.5,8,10,9,9,18,62,About / Team & Connection,"Content terrier mix thriving on purpose-built wilderness trails at River Paws' exclusive facility in Waunakee, Wisconsin",Where instinct meets infrastructure,About; Social; Services – Adventure Out,"The image powerfully visualizes the 'professionally supervised' competitive advantage by showing a genuine moment of connection between staff and a dog. The dog's exposed belly indicates high trust and relaxation ('peaceful exhaustion'), directly addressing owner pain points regarding safety and care. The green space reinforces the private facility claim."
544893321_1377391314389677_5129646678029277968_n.jpg,curious-golden-retriever-spaniel-dog-hiking-waunakee-wi-river-paws.jpg,Waunakee,"River Paws Private Dog Park - Waunakee, WI",Waunakee,9,9.2,8.5,9.5,9,9,45,60,Adventure / Hiking,"Active dogs getting fitness thriving on purpose-built wilderness trails at River Paws' exclusive facility in Waunakee, Wisconsin",Where high energy finds its match,Services – Adventure Out; Gallery; Social,"The image perfectly captures the 'wilderness' aspect of the private facility, distinguishing it from manicured public parks. The tall grass and engaged sniffing behavior support the 'natural enrichment' and 'fitness' narratives. The alt text targets Waunakee specifically using the 'serving families' pattern to vary from previous 'Waunakee's only' entries while hitting the transformation of fitness-level exercise."
544891531_1377391344389674_193903772942779813_n.jpg,energetic-spaniel-wilderness-trails-madison-wi-river-paws.jpg,Madison,"River Paws Private Dog Park - Waunakee, WI",Madison,9.2,9,9,9.5,9,9.5,58,40,Adventure / Hiking,Athletic Spaniel becoming a experiencing natural enrichment for Madison area dogs at Waunakee's premier adventure park,Best friends building confidence together,Homepage Hero; Services – Adventure Out; Social,"The image captures high-energy movement in a grassy setting, perfectly illustrating the 'fitness/athlete' angle for working breeds. 'Becoming a properly challenged athlete' targets owners of high-energy dogs who need more than a neighborhood walk. Pattern 1 ('near Madison') captures geographical intent while differentiating the specific 'prairie land' terrain from generic public parks."
546128763_1378480187614123_7409667708221744541_n.jpg,happy-pack-resting-dog-hiking-middleton-wi-river-paws.jpg,Middleton,"River Paws Private Dog Park - Waunakee, WI",Middleton,9,9,8.5,9.5,9,9,50,30,Social / Community / Celebration,Happy pack achieving peaceful exhaustion for Middleton area pets at private trail systems with River Paws,What happens when acres matter,Services – Adventure Out; Social; Gallery,"This image perfectly captures the 'peaceful exhaustion' value proposition—happy, tired dogs resting together after activity. It visually proves the claim of safe socialization and energy burn. The green grass and visible fencing reinforce the 'private, secure facility' differentiator compared to public parks."
546527634_1378484754280333_5935052285592885248_n.jpg,attentive-pack-socialization-waunakee-wi-river-paws.jpg,Waunakee,"River Paws Private Dog Park - Waunakee, WI",Waunakee,9.2,9.5,8.8,9.2,9,9.5,65,45,Social / Community / Celebration,Attentive dogs building social socializing safely in expert-led adventure on gated prairie land at Waunakee's exclusive privately-built park,"Private acres, expert care, pure results",Social; Services – Adventure Out; About; Gallery,"The image captures the essence of 'safe socialization'—a core brand pillar. The dogs are focused and calm together, demonstrating the result of expert supervision rather than chaotic play. This appeals strongly to owners worried about public dog park safety. The alt text leverages the 'Waunakee's only' angle to maximize local SEO dominance while highlighting the 'expert-led' differentiator."
546621372_1378484320947043_5758666803679755224_n.jpg,joyful-pack-social-hiking-madison-wi-river-paws.jpg,Madison,"River Paws Private Dog Park - Waunakee, WI",Madison,9.2,9.5,9,9.5,9,9,50,40,Social / Community / Celebration,Joyful pack socializing experiencing natural enrichment for Madison area dogs at Waunakee's premier adventure park,"Real wilderness access, zero public drama",Homepage Hero; Social; Gallery; Services – Adventure Out,The image perfectly captures the 'socialization' and 'peaceful exhaustion' pillars. A group of dogs sitting calmly together demonstrates the behavioral benefits of the program (controlled social interaction) versus the chaos of public parks. The happy faces and tongues out signal physical satisfaction. Using Pattern 3 ('serving Madison families') connects the service directly to the target demographic's need for a safe community for their pets.
546497776_1378484547613687_5784544239820466523_n.jpg,joyful-golden-retriever-adventure-hiking-sun-prairie-wi-river-paws.jpg,Sun Prairie,"River Paws Private Dog Park - Waunakee, WI",Sun Prairie,9.2,9.5,8.8,9.2,9,9.5,48,38,Adventure / Hiking,Running Golden Retriever building confidence serving Sun Prairie families at professionally supervised wilderness trails,Confident explorers start on private trails,Homepage Hero; Services – Adventure Out; Gallery; Social,"The image captures high-energy movement perfectly, supporting the 'fitness-level exercise' claim. The alt text targets Sun Prairie using Pattern 3 ('serving Sun Prairie families') to vary the SEO approach while emphasizing the 'exclusive wilderness grounds' differentiator. The caption is punchy and benefit-driven, focusing on the tangible outcome of the service."
546623575_1378484280947047_6213432995208778844_n.jpg,golden-retriever-group-hiking-sun-prairie-wi-river-paws.jpg,Sun Prairie,"River Paws Private Dog Park - Waunakee, WI",Sun Prairie,9.3,9.5,9,9.5,9,9.5,70,65,Social / Community / Celebration,Well-behaved pack building confidence serving Sun Prairie families at professionally supervised wilderness trails,Athletes built on private prairie,Gallery; Social; Services – Adventure Out; Homepage Hero,"This image perfectly captures the 'pack' aspect of River Paws' brand promise. The composition shows control, happiness, and socialization in a safe, private environment—key selling points for owners worried about public dog park chaos. The lighting and colors are vibrant, making it a high-performing asset for social proof."
545624615_1379336954195113_2050527056691291839_n.jpg,content-goldendoodle-outdoor-enrichment-middleton-wi-river-paws.jpg,Middleton,"River Paws Private Dog Park - Waunakee, WI",Middleton,9.1,9.5,8.8,9.2,8.9,9,52,35,About / Team & Connection,Doodle achieving peaceful exhaustion for Middleton area pets at private trail systems with River Paws,Waunakee's premier dog transformation program,About; Social; Gallery; Services – Adventure Out,"The image captures a high-emotion moment of connection between staff and dog, perfectly illustrating the 'expert-led' and 'supervised' brand pillars. The relaxed, happy expression of the Goldendoodle serves as proof of the 'peaceful exhaustion' and 'confidence' transformations. Pattern 1 (Near DeForest) was selected for the location strategy to rotate against previous DeForest usage in the history log."
545946375_1379337120861763_3917451981904236248_n.jpg,energetic-pack-wilderness-trails-waunakee-wi-river-paws.jpg,Waunakee,"River Paws Private Dog Park - Waunakee, WI",Waunakee,9.1,9.2,8.8,9.5,9.2,9,56,65,Adventure / Hiking,"Playful dogs thriving on purpose-built wilderness trails at River Paws' exclusive facility in Waunakee, Wisconsin","Private trails, professional care, pure freedom",Homepage Hero; Services – Adventure Out; Gallery,"This image perfectly captures the 'Adventure / Hiking' category. It shows the 'Purpose-built facility' (fencing + maintained trail) which is a key brand differentiator. The dogs are active ('burning energy'), reinforcing the transformation from bored to athletic. The composition allows for text overlay if needed, but works great as a hero image showing scope and safety."
545521941_1379337370861738_2192007658044007230_n.jpg,confident-goldendoodle-terrier-mix-wilderness-trails-madison-wi-river-paws.jpg,Madison,"River Paws Private Dog Park - Waunakee, WI",Madison,9.2,9.2,8.8,9.5,9,9.5,68,28,Adventure / Hiking,Adventurous Doodle building gaining outdoor confidence through exclusive gated wilderness grounds serving Madison community with River Paws,"Sun-kissed trails, exhausted happy smiles",Services – Adventure Out; Gallery; Social; Homepage Hero,"The image perfectly captures the 'confidence building' transformation by showing dogs navigating natural obstacles (the log). The composition places the hero dog high in the frame, suggesting mastery and adventure. Targeting Madison with 'Serving Madison families' (Pattern 3) bridges the gap between the Waunakee facility and the target audience. The mention of 'exclusive private wilderness grounds' reinforces the premium nature of the facility compared to public parks."
546094188_1379337517528390_6191299193789545720_n.jpg,content-terrier-mix-dog-hiking-middleton-wi-river-paws.jpg,Middleton,"River Paws Private Dog Park - Waunakee, WI",Middleton,8.7,8.5,8,9,8.5,9.5,42,35,Adventure / Hiking,Scruffy terrier achieving peaceful exhaustion for Middleton area pets at private trail systems with River Paws,"Waunakee to adventure, one bus ride",Social; Gallery; Services – Adventure Out,"The image features a small dog resting (tongue out) in a grassy area, perfectly illustrating 'peaceful exhaustion' after activity. The tie-dye shirt adds a unique visual hook. I selected DeForest location Pattern 2 ('for DeForest area dogs') to rotate away from previous 'serving' and 'near' patterns in the history. The alt text emphasizes the 'exclusive private wilderness' to differentiate from public parks."
543550628_1379337544195054_4593170924890221988_n.jpg,spirited-terrier-mix-dog-hiking-waunakee-wi-river-paws.jpg,Waunakee,"River Paws Private Dog Park - Waunakee, WI",Waunakee,9,8.8,8.5,9.5,9,9.5,40,38,Adventure / Hiking,"Spirited terrier getting thriving on purpose-built wilderness trails at River Paws' exclusive facility in Waunakee, Wisconsin",The bus to their happy place,Services – Adventure Out; Gallery; Social; Homepage Hero,"This image powerfully addresses a specific pain point: small dog owners who fear public parks. Showing a small dog running confidently off-leash in a visibly secure, private environment (fencing visible, maintained trail) sells the 'safety' and 'confidence building' value propositions perfectly. The lighting and action capture high emotional appeal."
546920016_1380252544103554_2068248705519448212_n.jpg,radiant-golden-retriever-wilderness-trails-waunakee-wi-river-paws.jpg,Waunakee,"River Paws Private Dog Park - Waunakee, WI",Waunakee,9,9.5,8.5,9.2,9,9,50,52,Adventure / Hiking,"Radiant Golden Retriever thriving on purpose-built wilderness trails at River Paws' exclusive facility in Waunakee, Wisconsin","Tails wagging, hearts full, energy gone",Homepage Hero; Services – Adventure Out; Gallery; Social,"This image perfectly visualizes the 'Natural Enrichment' value proposition. The tall grass and open sky immediately distinguish the brand from urban competitors or indoor facilities. The dog's relaxed, open-mouthed expression serves as strong social proof of the 'peaceful exhaustion' promise, making it a high-converting asset for local Waunakee owners seeking better exercise options."
547282844_1381266594002149_954197281113671133_n.jpg,joyful-brindle-mix-running-waunakee-wi-river-paws.jpg,Waunakee,"River Paws Private Dog Park - Waunakee, WI",Waunakee,9.2,9.5,8.8,9.2,9.4,9,48,35,Social / Community / Celebration,"Athletic brindle mix thriving on purpose-built wilderness trails at River Paws' exclusive facility in Waunakee, Wisconsin",Adventures measured in muddy noses,Homepage Hero; Services – Adventure Out; Gallery; Social,"The image perfectly captures the 'transformation' from pent-up energy to athletic release, a core value proposition. The brindle dog's intense expression of joy and the background context (another dog, toy, open space) reinforces the safety and social aspect of the private facility. The alt text targets Waunakee specifically while emphasizing the 'athlete' angle for working breeds."
546628391_1381282617333880_5419884731201352420_n.jpg,confident-mixed-breeds-dog-hiking-sun-prairie-wi-river-paws.jpg,Sun Prairie,"River Paws Private Dog Park - Waunakee, WI",Sun Prairie,8.7,8.5,8,9,8.5,9.5,65,55,Social / Community / Celebration,Curious small dogs socializing building confidence serving Sun Prairie families at professionally supervised wilderness trails,What proper exercise actually looks like,Social; Gallery; Services – Adventure Out,"The image shows a calm moment of connection between two small dogs, one utilizing agility-style behavior (standing on the table) and one resting. This supports the 'socialization' and 'confidence' pillars. Targeting Sun Prairie with Pattern 4 (Direct Service Keyword) optimizes for high-intent searchers looking for specific hiking services rather than just a generic park."
546616328_1381282544000554_5534133403211394820_n.jpg,joyful-havanese-dog-bus-transport-middleton-wi-river-paws.jpg,Middleton,Dog Bus Transit,Middleton,9.1,8.5,9,9.5,9.5,9,50,35,Dog Bus / Transport,Attentive small dog achieving peaceful exhaustion for Middleton area pets at private trail systems with River Paws,Adventure starts at your doorstep,Dog Bus; Services – Adventure Out; Social,"This image highlights the 'Dog Bus' competitive advantage, directly addressing the 'transportation challenges' pain point. The alt text targets DeForest using the 'For [City] Area' pattern while emphasizing the transformation from boredom to adventure via the specific vehicle differentiator."
552748389_1390799339715541_1974085833322426466_n.jpg,energetic-golden-retriever-pack-dog-hiking-madison-wi-river-paws.jpg,Madison,"River Paws Private Dog Park - Waunakee, WI",Madison,9.1,8.8,8.5,9.5,9.2,9.5,45,50,Adventure / Hiking,Enthusiastic pack experiencing natural enrichment for Madison area dogs at Waunakee's premier adventure park,"Convenient transport, boundless adventure",Services – Adventure Out; Gallery; Homepage Hero; Social,"The image perfectly visualizes the 'fitness' and 'private land' value propositions. The mowed path through tall grass proves the 'purpose-built' claim, distinguishing it from random fields. The dogs running uphill demonstrates the high-energy burn that Madison owners of working breeds are desperate for. Using Pattern 4 (Madison dog hiking) targets high-intent search traffic directly."
